"id","subdivisionId","name"
"1026","2053","Azarbayjān-e Khavari"
"1027","2053","East Azerbaijan"
"1028","2054","Azarbayjān-e Bakhtari"
"1029","2054","West Azerbaijan"
"1030","2055","Ardabil"
"1031","2055","Ardebil"
"1032","2056","Isfahan"
"1033","2057","Ilam"
"1034","2059","Teheran"
"1035","2060","Chaharmahal Bakhtiari"
"1036","2061","Khorasan"
"1037","2062","Arabistan"
"1038","2065","Sistan-e Baluchistan"
"1039","2068","Kurdestan"
"1040","2068","Kurdistan"
"1041","2069","Bakhtaran"
"1042","2070","Boyer Ahmad-e Kohkiluyeh"
"1043","2070","Kohkilouyeh"
"1044","2071","Gilan"
"1045","2073","Mazandaran"
"1046","2076","Hamedan"
"1047","2093","Piémont"
"1048","2094","Vallée dʿAoste"
"1049","2095","Lombardei"
"1050","2095","Lombardia"
"1051","2095","Lombardie"
"1052","2096","Trentin-Haut Adige"
"1053","2097","Vénétie"
"1054","2098","Frioul-Vénétie Julienne"
"1055","2099","Ligurie"
"1056","2099","Ligurien"
"1057","2100","Émilie-Romagne"
"1058","2101","Toscane"
"1059","2102","Ombrie"
"1060","2103","Marches"
"1061","2103","Marken"
"1062","2104","Latium"
"1063","2105","Abruzzen"
"1064","2105","Abruzzi"
"1065","2105","Abruzzo"
"1066","2107","Campanie"
"1067","2108","Apulien"
"1068","2108","Le Puglie"
"1069","2108","Pouilles"
"1070","2108","Puglia"
"1071","2109","Basilicate"
"1072","2110","Calabre"
"1073","2111","Sicile"
"1074","2111","Sicilia"
"1075","2111","Sicilie"
"1076","2111","Sizilien"
"1077","2112","Sardaigne"
"1078","2112","Sardigna"
"1079","2112","Sardinia"
"1080","2112","Sardinien"
"1081","2130","Barletta-Andria-Trani"
"1082","2149","Fermo"
"1083","2163","Monza e Brianza"
"1084","2237","Ajloan"
"1085","2237","Ajlun"
"1086","2238","Amman"
"1087","2239","Akaba"
"1088","2239","al-Aqaba"
"1089","2239","Aqaba"
"1090","2239","Aqqaba"
"1091","2240","at-Tafilah"
"1092","2240","Tafiela"
"1093","2240","Tafileh"
"1094","2241","Zarka"
"1095","2241","Zarqa"
"1096","2241","Zerka"
"1097","2243","Irbit"
"1098","2244","Jarash"
"1099","2244","Jerash"
"1100","2245","Karak"
"1101","2245","Kerak"
"1102","2246","Mafraq"
"1103","2247","Madaba"
"1104","2247","Maʿdabâ"
"1105","2247","Maʿdaba"
"1106","2248","Maan"
"1107","2248","Maʿan"
"1108","2261","Tokio"
"1109","2261","Tokyo"
"1110","2274","Kyoto"
"1111","2275","Osaka"
"1112","2276","Hyogo"
"1113","2287","Kochi"
"1114","2292","Oita"
"1115","2305","Chu"
"1116","2305","Chui"
"1117","2305","Chuy"
"1118","2305","Çüy"
"1119","2306","Bishkek"
"1120","2306","Kenesh Bishkek"
"1121","2308","Naryn"
"1122","2309","Osh"
"1123","2311","Balikchi"
"1124","2311","Balıkçı"
"1125","2311","Balykchy"
"1126","2311","Issyk-Kul"
"1127","2313","Kratié"
"1128","2314","Mondolkiri"
"1129","2315","Phnom Penh"
"1130","2317","Prey Vêng"
"1131","2318","Poŭthĭsăt"
"1132","2318","Pursat"
"1133","2319","Ratanakiri"
"1134","2319","Rôtanah Kiri"
"1135","2319","Rotanokiri"
"1136","2320","Siem Reap"
"1137","2320","Siemréab"
"1138","2321","Preah Seihânu"
"1139","2321","Sihanoukville"
"1140","2322","Stoeng Trêng"
"1141","2322","Stung Treng"
"1142","2323","Batdâmbâng"
"1143","2323","Battambang"
"1144","2325","Takeo"
"1145","2325","Takêv"
"1146","2329","Kompong Cham"
"1147","2330","Kompong Chhnang"
"1148","2331","Kompong Speu"
"1149","2331","Kompong Spoe"
"1150","2332","Kompong Thom"
"1151","2332","Kompong Thum"
"1152","2335","Koh Kong"
"1153","2338","Abariringa"
"1154","2338","Canton"
"1155","2338","Gardner"
"1156","2338","Hull"
"1157","2338","Kanton"
"1158","2338","Kemins"
"1159","2338","Manra"
"1160","2338","Mary Island"
"1161","2338","Nikumaroro"
"1162","2338","Orona"
"1163","2338","Phoenix"
"1164","2338","R"
"1165","2339","Anjouan"
"1166","2339","Ndzuwani"
"1167","2339","Nzwani"
"1168","2340","Grande Comore"
"1169","2340","Njazídja"
"1170","2341","Mohéli"
"1171","2341","Mohilla"
"1172","2341","Moili"
"1173","2358","Pyongyang"
"1174","2359","Pyongannamdo"
"1175","2359","South Phyongan"
"1176","2359","South Pyongan"
"1177","2360","North Phyongan"
"1178","2360","North Pyongan"
"1179","2360","Pyonganbukto"
"1180","2361","Chagang"
"1181","2361","Jagang"
"1182","2362","South Hwanghae"
"1183","2363","North Hwanghae"
"1184","2364","Gangweon"
"1185","2364","Kangweon"
"1186","2364","Kangwon"
"1187","2365","Hamgyongnamdo"
"1188","2365","South Hamgyong"
"1189","2366","Hamgyongbukto"
"1190","2366","North Hamgyong"
"1191","2367","Ryanggang"
"1192","2368","Nason (Najin-Sonbong)"
"1193","2369","Seoul"
"1194","2369","Soul"
"1195","2370","Busan"
"1196","2371","Daegu"
"1197","2372","Incheon"
"1198","2372","Inchon"
"1199","2373","Gwangju"
"1200","2374","Daejeon"
"1201","2374","Taejeon"
"1202","2374","Taejon"
"1203","2377","Kangwon"
"1204","2378","North Chungchong"
"1205","2379","South Chungchong"
"1206","2380","Chollapuk"
"1207","2380","North Cholla"
"1208","2381","South Cholla"
"1209","2382","North Kyongsang"
"1210","2383","Gyeongsangnamdo/ Kyongsang-namdo/ South Kyongsang"
"1211","2384","Jeju"
"1212","2384","Quelpart"
"1213","2385","Ahmadi"
"1214","2386","Farwaniyah"
"1215","2387","Hawalli"
"1216","2388","Al Jahra"
"1217","2388","al-Jahra"
"1218","2388","al-Jahraʿ"
"1219","2388","Jahra"
"1220","2388","Jahrah"
"1221","2389","al-Kuwayt"
"1222","2389","Capital"
"1223","2389","Koweit"
"1224","2389","Kuwait"
"1225","2389","Kuwayt"
"1226","2398","Akmola"
"1227","2398","Aķmola"
"1228","2398","Akmolinsk"
"1229","2398","Celinograd"
"1230","2398","Tselinograd"
"1231","2399","Aktjubinsk"
"1232","2399","Aktöbe"
"1233","2399","Aktyubinsk"
"1234","2399","Aktʿubinsk"
"1235","2400","Almati Oblasti"
"1236","2400","Almatı"
"1237","2400","Almaty Oblasty"
"1238","2403","Ateransk"
"1239","2403","Aterau"
"1240","2403","Atirau"
"1241","2403","Atırau"
"1242","2403","Gurjev"
"1243","2403","Guryev"
"1244","2405","Karaganda"
"1245","2405","Karagandi"
"1246","2405","Ķaragandı"
"1247","2405","Karagandy"
"1248","2405","Qaraghandy"
"1249","2406","Kostanay"
"1250","2406","Ķostanay"
"1251","2406","Kustanai"
"1252","2406","Kustanaj"
"1253","2406","Kustanay"
"1254","2407","Ak-Mechet"
"1255","2407","Kizilorda"
"1256","2407","Ķızılorda"
"1257","2407","Kyzyl-Orda"
"1258","2407","Kyzylorda"
"1259","2407","Kzyl-Orda"
"1260","2407","Qyzylorda"
"1261","2408","Mangghystau"
"1262","2408","Mangistau"
"1263","2408","Mangkistau"
"1264","2408","Mangqystau"
"1265","2410","Northern Kazakhstan"
"1266","2410","Soltüstik Kazakstan"
"1267","2410","Soltüstik Qazaqstan"
"1268","2411","Eastern Kazakhstan"
"1269","2411","Shyghys Qazaqstan"
"1270","2411","Sigis Kazakstan"
"1271","2412","Ongtüstik Qazaqstan"
"1272","2412","Ongtüstük Kazakstan"
"1273","2412","Southern Kazakhstan"
"1274","2413","Batis Kazakstan"
"1275","2413","Batys Qazaqstan"
"1276","2413","Uralsk"
"1277","2413","Uralskaya Oblast"
"1278","2413","Western Kazakhstan"
"1279","2414","Aulie-Ata"
"1280","2414","Auliye-Ata"
"1281","2414","Cambil"
"1282","2414","Cambıl"
"1283","2414","Djambul"
"1284","2414","Dzhambul"
"1285","2414","Zhambul"
"1286","2414","Zhambül"
"1287","2414","Zhambyl"
"1288","2415","Attapu"
"1289","2415","Attopei"
"1290","2415","Attopeu"
"1291","2417","Bolikhamsai"
"1292","2417","Bolikhamxai"
"1293","2417","Borikhamxai"
"1294","2418","Champasack"
"1295","2418","Champassak"
"1296","2419","Houaphan"
"1297","2421","Louang Namtha"
"1298","2421","Louangnamtha"
"1299","2421","Luang Namtha"
"1300","2421","Luong Nam Tha"
"1301","2422","Louang Phrabang"
"1302","2422","Louang Prabang"
"1303","2422","Louangphrabang"
"1304","2422","Luang Phrabang"
"1305","2423","Oudomsai"
"1306","2423","Oudomsay"
"1307","2424","Phongsali"
"1308","2425","Saravane"
"1309","2427","Vientiane Province"
"1310","2428","Viangchan City"
"1311","2428","Vientiane City"
"1312","2429","Sayaboury"
"1313","2429","Sayabury"
"1314","2429","Xaignaboury"
"1315","2430","Xékong"
"1316","2431","Xiang Khouang"
"1317","2431","Xiangkhouang"
"1318","2431","Xiangkhuang"
"1319","2431","Xieng Khouang"
"1320","2432","Xaisômboun"
"1321","2434","Ash Shamal"
"1322","2434","North"
"1323","2435","Bayrout"
"1324","2435","Bayrut"
"1325","2435","Beirut"
"1326","2435","Beyrout"
"1327","2435","Beyrouth"
"1328","2435","Beyrût"
"1329","2437","Bekaa"
"1330","2438","South"
"1331","2439","Mount Lebanon"
"1332","2440","Nabatiyeh"
"1333","2457","Ruggel"
"1334","2463","Mel mākāṇam"
"1335","2464","Colombo"
"1336","2464","Colombo"
"1337","2464","Kolamba"
"1338","2467","Mattiya mākāṇam"
"1339","2468","Maha Nuwara"
"1340","2468","Mahe Nuwara"
"1341","2471","Tĕṉ mākāṇam"
"1342","2472","Gālla"
"1343","2475","Vaṭakku mākāṇam"
"1344","2476","Yāpanaya"
"1345","2476","Yapnaya"
"1346","2478","Manar"
"1347","2478","Mannar"
"1348","2478","Mannerama"
"1349","2479","Vavuniyāwa"
"1350","2480","Mulativu"
"1351","2481","Kil̮akku mākāṇam"
"1352","2482","Mad̨akalpūwa"
"1353","2483","Ampara"
"1354","2484","Tirikunāmalaya"
"1355","2484","Trinkomali"
"1356","2485","Vaṭamel mākāṇam"
"1357","2487","Puttalam"
"1358","2488","Vaṭamattiya mākāṇam"
"1359","2489","Anuradhapur"
"1360","2489","Anurādhapūraya"
"1361","2490","Polonaruwa"
"1362","2490","Polunnaruwa"
"1363","2491","Ūvā mākāṇam"
"1364","2493","Monaragalla"
"1365","2493","Moneragala"
"1366","2494","Chappirakamuva mākāṇam"
"1367","2495","Ratnapūraya"
"1368","2496","Kegalle"
"1369","2501","Grand Gedah"
"1370","2523","Klaipedos"
"1371","2525","Mariampoles"
"1372","2526","Panevezhio"
"1373","2527","Shiauliu"
"1374","2528","Taurages"
"1375","2529","Telshiu"
"1376","2534","Luxemburg"
"1377","2671","Ţarābulus"
"1378","2671","Tripoli"
"1379","2671","Tripoli"
"1380","2683","Dar el Beida"
"1381","2683","Grand Casablanca"
"1382","2829","Tamatave"
"1383","2830","Antseranana"
"1384","2830","Diégo Suarez"
"1385","2831","Fianar"
"1386","2832","Majunga"
"1387","2833","Tananarive"
"1388","2834","Toliara"
"1389","2834","Tuléar"
"1390","2836","Ailinglaplap"
"1391","2839","Epoon"
"1392","2840","Eniwetok"
"1393","2841","Jabat"
"1394","2842","Jālwōj"
"1395","2843","Kōle"
"1396","2844","Kuwajleen"
"1397","2847","Ellep"
"1398","2849","Mājro"
"1399","2851","Mājeej"
"1400","2854","Namo"
"1401","2858","Utirik"
"1402","2858","Utrōk"
"1403","2858","Utrōnk"
"1404","2859","Wōtto"
"1405","2955","Pegu"
"1406","2956","Magwe"
"1407","2958","Tenasserim"
"1408","2959","Rangoun"
"1409","2959","Rangun"
"1410","2959","Rangún"
"1411","2959","Yangon"
"1412","2960","Irrawaddy"
"1413","2963","Karen"
"1414","2966","Arakan"
"1415","2970","Hentii"
"1416","2970","Khentii"
"1417","2971","Hovsgol"
"1418","2971","Khuvsgul"
"1419","2972","Khovd"
"1420","2974","Tov"
"1421","2976","Sukhbaatar"
"1422","2977","Omnogobi"
"1423","2978","Ovorhangai"
"1424","2978","Uvurkhangai"
"1425","2979","Zavkhan"
"1426","2980","Dundgobi"
"1427","2982","Dornogobi"
"1428","2983","Gobisumber"
"1429","2984","Gobi-Altai"
"1430","2984","Gobi-Altay"
"1431","2986","Bayanhongor"
"1432","2986","Bayankhongor"
"1433","2987","Bayan-Olgii"
"1434","2987","Bayan-Ulgii"
"1435","2988","Arhangai"
"1436","2988","Arhangay"
"1437","2988","Arkhangai"
"1438","2992","Hodh ech Chargui"
"1439","2992","Hud-ash-Sharqi"
"1440","2992","Huđ-aš-Šarqi"
"1441","2993","Hodh el Gharbi"
"1442","2993","Hud-al-Garbi"
"1443","2993","Huđ-al-Ġarbi"
"1444","2994","Açaba"
"1445","2994","aş-Şabah"
"1446","2995","Gorgol"
"1447","2999","Dakhlat Nawadibu"
"1448","2999","Dakhlet Nouadhibou"
"1449","2999","Đaẖlat Nawadību"
"1450","3000","Tagant"
"1451","3001","Guidimaka"
"1452","3002","Tiris Zammūr"
"1453","3002","Tiris Zammur"
"1454","3002","Tiris Zemmour"
"1455","3003","Inchiri"
"1456","3003","Inširi"
"1457","3004","Anwāksūţ"
"1458","3004","Nawakshut"
"1459","3004","Nawākšūţ"
"1460","3004","Nouakchott"
"1461","3090","Alif Atoll Uthuru"
"1462","3090","Alif Dhâl"
"1463","3090","Ari Atholhu Dhekunuburi"
"1464","3090","South Ari Atoll"
"1465","3091","Addu"
"1466","3091","Addu Atholhu"
"1467","3091","Addu Atoll"
"1468","3091","Seenu"
"1469","3091","Sîn"
"1470","3092","Alif Atoll Dhekunu"
"1471","3092","Ari Atholhu Uthuruburi"
"1472","3092","North Ari Atoll"
"1473","3093","Faadhippolhu"
"1474","3093","Fadiffolu"
"1475","3093","Laviyani"
"1476","3094","Felidhe Atholhu"
"1477","3094","Felidhu Atoll"
"1478","3094","Felidu"
"1479","3094","Vaafu"
"1480","3094","Vaavu"
"1481","3094","Vâv"
"1482","3095","Haddumati"
"1483","3095","Hadhdhunmathi"
"1484","3095","Hadhunmathi"
"1485","3095","Laamu"
"1486","3095","Lâm"
"1487","3096","Hâ Alif"
"1488","3096","Haa Alifu"
"1489","3096","North Thiladhunmathi"
"1490","3096","Thiladhunmathi Uthuruburi"
"1491","3096","Tiladummati-North"
"1492","3097","Kolhumadhulu"
"1493","3097","Kolhumadulu"
"1494","3097","Kolumadulu"
"1495","3097","Thâ"
"1496","3098","Meemu"
"1497","3098","Mîm"
"1498","3098","Mimu"
"1499","3098","Mulakatholhu"
"1500","3098","Mulaku"
"1501","3098","Mulaku Atholhu"
"1502","3099","Maalhosmadhulu Uthuruburi"
"1503","3099","Malosmadulu-North"
"1504","3099","North Maalhosmadhulu"
"1505","3099","Râ"
"1506","3100","Faafu"
"1507","3100","Faafu Atoll"
"1508","3100","Fâf"
"1509","3100","Nilandhe Atholhu Uthuruburi"
"1510","3100","Nilandu-North"
"1511","3100","North Nilandhe"
"1512","3100","North Nilandhe"
"1513","3101","Dhaalu"
"1514","3101","Dhâl"
"1515","3101","Nilandhe Atholhu Dhekunuburi"
"1516","3101","Nilandu-South"
"1517","3101","South Nilandhe Atoll"
"1518","3102","Bâ"
"1519","3102","Maalhosmadhulu Dhekunuburi"
"1520","3102","Malosmadulu-South"
"1521","3102","South Maalhosmadhulu"
"1522","3103","Hâ Dhâl"
"1523","3103","Haa Dhaalu"
"1524","3103","South Thiladhunmathi"
"1525","3103","Thiladhunmathi Dhekunuburi"
"1526","3103","Tiladummati-South"
"1527","3104","Miladhunmadhulu Uthuruburi"
"1528","3104","Miladummadulu-North"
"1529","3104","North Miladhunmadhulu"
"1530","3105","Miladhunmadhulu Dhekunuburi"
"1531","3105","Miladummadulu-South"
"1532","3105","Mulakatholhu"
"1533","3105","Noonu"
"1534","3105","Nûn"
"1535","3105","South Miladhunmadhulu"
"1536","3106","Kaafu"
"1537","3106","Kâf"
"1538","3106","Malé Atoll"
"1539","3106","Maleʿ Atholhu"
"1540","3107","Gaafu Alifu"
"1541","3107","Gâf Alif"
"1542","3107","Huvadhu Atholhu Uthuruburi"
"1543","3107","North Huvadhu Atoll"
"1544","3107","Suvadiva-Huvadu-North"
"1545","3108","Gaafu Dhaalu"
"1546","3108","Gâf Dhâl"
"1547","3108","Huvadhu Atholhu Dhekunuburi"
"1548","3108","South Huvadhu"
"1549","3108","Suvadiva-Huvadu-South"
"1550","3109","Foah Mulah"
"1551","3109","Foahmulah"
"1552","3109","Foammulah"
"1553","3109","Foamulah"
"1554","3109","Fua Mulak"
"1555","3109","Fuamulaku"
"1556","3109","Fuvahmulah"
"1557","3109","Gnyaviani"
"1558","3110","Medhu"
"1559","3111","Maale"
"1560","3111","Mâle"
"1561","3112","Medhu-Uthuru"
"1562","3113","Uthuru"
"1563","3114","Medhu-Dhekunu"
"1564","3115","Dhekunu"
"1565","3116","Mathi-Uthuru"
"1566","3117","Mathi-Dhekunu"
"1567","3185","Negri Sembilan"
"1568","3208","Liambezi"
"1569","3216","Okavango"
"1570","3219","Otjikoto"
"1571","3226","Tillaberi"
"1572","3230","Adamaoua"
"1573","3230","Gongola"
"1574","3240","Bendel"
"1575","3254","Nasarawa"
"1576","3266","RAAN"
"1577","3266","Región Autónoma Atlántico Norte"
"1578","3266","Zelaya Norte"
"1579","3267","RAAS"
"1580","3267","Región Autónoma Atlántico Sur"
"1581","3267","Zelaya Sur"
"1582","3291","Gueldre"
"1583","3292","Groninga"
"1584","3292","Groningue"
"1585","3319","Finnmarku"
"1586","3348","Denigomodu"
"1587","3362","Wanganui-Manawatu"
"1588","3376","Ad Dakhiliya"
"1589","3377","Mascate"
"1590","3377","Maskat"
"1591","3377","Masqaţ"
"1592","3379","Ash Sharqiyah"
"1593","3381","Adh Dhahirah"
"1594","3396","Anqas"
"1595","3398","Areqepa"
"1596","3399","Ayakuchu"
"1597","3402","Cuzco"
"1598","3402","Qosqo"
"1599","3421","Chimbu"
"1600","3421","Simbúa"
"1601","3422","Papua Central"
"1602","3423","New Britain East"
"1603","3424","Highlands East"
"1604","3426","Sepik East"
"1605","3427","Papua Gulf"
"1606","3431","Great Admiralty Island"
"1607","3431","Mwanus"
"1608","3433","Niu Ailan"
"1609","3434","Northern"
"1610","3436","West Sepik"
"1611","3437","Highlands South"
"1612","3438","New Britain West"
"1613","3439","Highlands West"
"1614","3440","Papua West"
"1615","3440","Western"
"1616","3441","National Capital Region"
"1617","3441","National Capital Region Region"
"1618","3443","Cagayan"
"1619","3454","Muslim Mindanao"
"1620","3455","Cordillera"
"1621","3455","Cordillera Administrative Region"
"1622","3486","Davao"
"1623","3509","North Cotabato"
"1624","3519","Angkaki"
"1625","3533","Western Samar"
"1626","3543","Khaībar Pakhtūnkhwā"
"1627","3547","Dolnoslaskie"
"1628","3551","Lodzkie"
"1629","3552","Malopolskie"
"1630","3558","Swietokrzyskie"
"1631","3559","Slaskie"
"1632","3560","Warminsko-Mazurskie"
"1633","3607","Ngarchelong"
"1634","3611","Ngeremlengui"
"1635","3618","Neembucú"
"1636","3620","Canindeyú"
"1637","3620","Canindiyú"
"1638","3633","ad-Dawh̨ah"
"1639","3633","ad-Dawhah"
"1640","3633","Dawhah"
"1641","3633","Doha"
"1642","3633","Doha"
"1643","3633","Doha"
"1644","3633","Doha"
"1645","3634","al-H̱awr"
"1646","3634","al-Khawr"
"1647","3634","al-Khour"
"1648","3634","H̱ūr"
"1649","3635","ash-Shamal"
"1650","3636","ar-Rayyan"
"1651","3636","Rayyan"
"1652","3637","Umm Shalal"
"1653","3638","Wakra"
"1654","3638","Wakrah"
"1655","3639","Mesaieed"
"1656","3642","Arges"
"1657","3644","Bucarest"
"1658","3644","Bucarest"
"1659","3644","Bucureşti"
"1660","3644","Bucuresti"
"1661","3644","Bukarest"
"1662","3645","Bacau"
"1663","3647","Bistrita-Nasaud"
"1664","3648","Braila"
"1665","3649","Botosani"
"1666","3650","Brasov"
"1667","3651","Buzau"
"1668","3653","Calarasi"
"1669","3654","Caras-Severin"
"1670","3655","Constanta"
"1671","3655","Konstanza"
"1672","3657","Dambovita"
"1673","3657","Dîmboviţa"
"1674","3657","Dimbovita"
"1675","3660","Galati"
"1676","3660","Galatz"
"1677","3664","Sectorul Agricol Ilfov"
"1678","3665","Ialomita"
"1679","3666","Iasi"
"1680","3666","Jasch"
"1681","3666","Jassy"
"1682","3666","Yassy"
"1683","3667","Mehedinti"
"1684","3668","Maramures"
"1685","3669","Mures"
"1686","3670","Neamt"
"1687","3674","Salaj"
"1688","3678","Timis"
"1689","3680","Vîlcea"
"1690","3713","Adygei Republic"
"1691","3713","Adygeja"
"1692","3714","Altaj"
"1693","3714","Altay"
"1694","3714","Gorno-Altaj"
"1695","3715","Altai Kray"
"1696","3715","Altaj"
"1697","3715","Altajskij Kray"
"1698","3715","Altajskiy Kraj"
"1699","3716","Amurskaja Oblast"
"1700","3717","Arhangelsk"
"1701","3717","Arhangelskaja Oblast"
"1702","3718","Astrahan"
"1703","3718","Astrahanska Oblast"
"1704","3719","Baškortostan"
"1705","3720","Belgorodskaja Oblast"
"1706","3721","Brjansk"
"1707","3721","Brjanskaja Oblast"
"1708","3722","Burjatija"
"1709","3722","Buryat Republic"
"1710","3723","Čečenija"
"1711","3723","Čečens"
"1712","3723","Čečenskaja Respublika"
"1713","3723","Chechen"
"1714","3723","Chechenia"
"1715","3723","Ichkeria"
"1716","3723","Ičkeria"
"1717","3724","Čeljabinsk"
"1718","3724","Čeljabinskaja Oblast"
"1719","3724","Cheljabinsk"
"1720","3725","Chuckchi"
"1721","3725","Čukči"
"1722","3725","Čukotka"
"1723","3725","Čukotskij Avtonomnyj Okrug"
"1724","3726","Chuvash Republic"
"1725","3726","Chuvashskaya Respublika"
"1726","3726","Čuvašija"
"1727","3726","Čuvašskaja Respublika"
"1728","3728","Ingušetija"
"1729","3728","Ingushetija"
"1730","3729","Irkutskaja Oblast"
"1731","3730","Ivanovskaja Oblast"
"1732","3731","Kamčatka"
"1733","3731","Kamčatskaja Oblast"
"1734","3731","Kamchatskaya Oblast"
"1735","3732","Kabardino-Balkarian Republic"
"1736","3732","Kabardino-Balkarija"
"1737","3732","Kabardino-Balkarskaja Respublika"
"1738","3733","Karačaj-Čerkessija"
"1739","3733","Karačajevo-Čerkesskaja Respublika"
"1740","3733","Karachay-Cherkessian"
"1741","3734","Krasnodarskij Kraj"
"1742","3735","Kemerovskaja Oblast"
"1743","3736","Kaliningradskaja Oblast"
"1744","3737","Kurganskaja Oblast"
"1745","3738","Habarovsk"
"1746","3738","Habarovskij Kray"
"1747","3739","Hanty-Mansija"
"1748","3739","Hanty-Mansijskij Avtonomnyj Okrug"
"1749","3740","Kirovskaja Oblast"
"1750","3741","Hakasija"
"1751","3741","Khakass Republic"
"1752","3742","Halmg-Tangč"
"1753","3742","Kalmyk Republic"
"1754","3742","Kalmykija"
"1755","3742","Khalmg-Tangch"
"1756","3743","Kaluzhskaya Oblast"
"1757","3743","Kalužskaja Oblast"
"1758","3745","Kostromskaja Oblast"
"1759","3746","Karelian Republic"
"1760","3746","Karelija"
"1761","3747","Kurskaja Oblast"
"1762","3748","Krasnojarsk"
"1763","3748","Krasnojarsk"
"1764","3748","Krasnojarskij Kraj"
"1765","3749","Leningradskaja Oblast"
"1766","3750","Lipeck"
"1767","3750","Lipeckaja Oblast"
"1768","3751","Magadanskaja Oblast"
"1769","3752","Marij El"
"1770","3752","Mariy El"
"1771","3753","Mordovian Republic"
"1772","3753","Mordovija"
"1773","3754","Moscou"
"1774","3754","Moscú"
"1775","3754","Moskau"
"1776","3754","Moskva"
"1777","3755","Moskovskaja Oblast"
"1778","3756","Murmanskaja Oblast"
"1779","3757","Nenetskij Avtonomnyj Okrug"
"1780","3758","Novgorodskaja Oblast"
"1781","3759","Gorki"
"1782","3759","Gorkij"
"1783","3759","Gorky"
"1784","3759","Nižegorodskaja Oblast"
"1785","3759","Nizhegorodskaya Oblast"
"1786","3759","Nižnij Novgorod"
"1787","3760","Novosibirskaja Oblast"
"1788","3761","Omskaja Oblast"
"1789","3762","Orenburgskaja Oblast"
"1790","3763","Orjol"
"1791","3763","Orlovskaja Oblast"
"1792","3764","Permskaja Oblast"
"1793","3765","Penzenskaja Oblast"
"1794","3766","Primorje"
"1795","3766","Primorskij"
"1796","3766","Primorskij Kraj"
"1797","3767","Pihkva"
"1798","3767","Pleskau"
"1799","3767","Pskovskaja Oblast"
"1800","3768","Rostovskaja Oblast"
"1801","3769","Rjazan"
"1802","3769","Rjazanskaja Oblast"
"1803","3770","Jakutija"
"1804","3770","Saha"
"1805","3770","Sakha"
"1806","3770","Yakutsk-Sakha"
"1807","3771","Sahalin"
"1808","3771","Sahalinskaya Oblast"
"1809","3772","Samarskaja Oblast"
"1810","3773","Saratovskaja Oblast"
"1811","3774","Alania"
"1812","3774","Alanija"
"1813","3774","North Ossetian Republic"
"1814","3774","Osetija"
"1815","3775","Smolenskaja Oblast"
"1816","3776","Saint-Pétersbourg"
"1817","3776","San Petersburgo"
"1818","3776","San Pietroburgo"
"1819","3776","Sankt Petersburg"
"1820","3776","Sankt-Peterburg"
"1821","3777","Stavropolskij Kraj"
"1822","3778","Sverdlovskaja Oblast"
"1823","3780","Tambovskaja Oblast"
"1824","3781","Tomskaja Oblast"
"1825","3782","Tulskaja Oblast"
"1826","3783","Tverskaja Oblast"
"1827","3784","Tuva"
"1828","3785","Tjumen"
"1829","3785","Tjumenskaja Oblast"
"1830","3785","Tumen"
"1831","3786","Udmurt Republic"
"1832","3786","Udmurtija"
"1833","3786","Udmurtskaya Respublika"
"1834","3787","Uljanovsk"
"1835","3787","Uljanovskaja Oblast"
"1836","3788","Volgogradskaja Oblast"
"1837","3789","Vladimirskaja Oblast"
"1838","3790","Vologodskaja Oblast"
"1839","3791","Voronež"
"1840","3791","Voronežskaja Oblast"
"1841","3792","Komi-Permjak"
"1842","3792","Komi-Permjatskij Avtonomnyj Okrug"
"1843","3793","Jamalija"
"1844","3793","Jamalo-Nenets"
"1845","3793","Jamalo-Nenetskij Avtonomnyj Okrug"
"1846","3794","Jaroslavl"
"1847","3794","Jaroslavskaja Oblast"
"1848","3795","Jevrej"
"1849","3795","Jevrejskaja Oblast"
"1850","3795","Jevrejskaja Respublika"
"1851","3795","Jewish Autonomous Oblast"
"1852","3795","Yevreyskaya Oblast"
"1853","3796","Zabajkal'skij kraj"
"1854","3802","ar-Riyād̨"
"1855","3802","ar-Riyad"
"1856","3802","Riad"
"1857","3802","Riad"
"1858","3802","Riyadh"
"1859","3803","La Meca"
"1860","3804","al-Madinah"
"1861","3804","Medina"
"1862","3804","Médine"
"1863","3805","ash-Sharqiyah"
"1864","3805","Eastern"
"1865","3806","Qaseem"
"1866","3807","Hail"
"1867","3808","Tabook"
"1868","3809","al-Hudud ash-Shamaliyah"
"1869","3809","Northern"
"1870","3810","Jizan"
"1871","3812","Baha"
"1872","3814","Aseer"
"1873","3816","Lauru"
"1874","3820","San Cristóbal"
"1875","3821","Mala"
"1876","3823","Eastern Islands"
"1877","3828","Anse Louis"
"1878","3828","Au Cap"
"1879","3828","O Kap"
"1880","3837","Grand Ans Mae"
"1881","3837","Grand Anse Mahe"
"1882","3837","Grand'Anse (Mahé)"
"1883","3838","Grand Ans Pralen"
"1884","3838","Grand Anse Praslin"
"1885","3838","Grand'Anse (Praslin)"
"1886","3840","English River/ La Riviere Anglaise"
"1887","3848","Lemamel"
"1888","3848","Les Mamelles"
"1889","3849","Roche Caiman"
"1890","3849","Roche Caïman"
"1891","3849","Ros Kaiman"
"1892","3850","Gharb al Kurdufan"
"1893","3850","West Kordofan"
"1894","3853","North Darfur"
"1895","3853","Shimal Darfur"
"1896","3854","South Darfur"
"1897","3855","West Darfur"
"1898","3856","al-Qadarif"
